date,Sarah baseline,P4 · 1h reference,P4 · no BOS,P4 · normal RVOL,P4 · low impulse volume,P4 · first Sarah test,P4 · first physical touch,P4 · width ≤0.5 ATR,P4 · opposing room,P5 · first touch + opposing,P5 · first touch + width,P5 · first touch + low volume
2019-09-11,-1.6494252873563218,-3.1009036144578315,-0.4112903225806452,-2.647727272727273,-2.75,-2.661392405063291,-1.7114093959731544,1.474770642201835,-1.8944444444444444,-1.5454545454545454,1.7058823529411764,-2.5789473684210527
2019-09-12,-1.717142857142857,-3.1511976047904193,-0.5,-2.5076923076923077,-2.75,-2.7169811320754715,-1.7766666666666666,1.4431818181818181,-1.9926470588235294,-1.6577868852459017,1.6699029126213591,-2.5789473684210527
2019-09-13,-1.8412921348314606,-3.2558823529411764,-0.65748031496063,-2.5076923076923077,-2.9375,-2.8348765432098766,-1.8651315789473684,1.163716814159292,-2.1456834532374103,-1.7681451612903225,1.4761904761904763,-2.7756410256410255
2019-09-14,-1.8412921348314606,-3.2558823529411764,-0.65748031496063,-2.5076923076923077,-2.9375,-2.8348765432098766,-1.8651315789473684,1.163716814159292,-2.1456834532374103,-1.7681451612903225,1.4761904761904763,-2.7756410256410255
2019-09-15,-1.8480113636363635,-3.437869822485207,-0.8809523809523809,-2.840909090909091,-3.2628205128205128,-3.0232919254658386,-2.0596026490066226,1.1504424778761062,-2.3605072463768115,-2.0060975609756095,1.5552884615384615,-3.1052631578947367
2019-09-16,-1.573699421965318,-3.445266272189349,-0.822,-2.840909090909091,-2.9934210526315788,-3.031055900621118,-2.0678807947019866,1.1763392857142858,-2.449640287769784,-2.1088709677419355,1.587378640776699,-2.824324324324324
2019-09-17,-1.7691176470588235,-2.9835329341317367,-0.3588709677419355,-2.8295454545454546,-3.25,-2.540880503144654,-1.5318791946308725,1.865909090909091,-2.321167883211679,-1.959016393442623,2.3465346534653464,-3.0878378378378377
2019-09-18,-1.0905172413793103,-3.054733727810651,-0.5416666666666666,-2.8461538461538463,-3.25,-2.62111801242236,-1.630794701986755,1.65625,-2.4625,-2.0725806451612905,2.1092233009708736,-3.0878378378378377
2019-09-19,-0.8117816091954023,-2.735207100591716,-0.1130952380952381,-2.0153846153846153,-3.0723684210526314,-2.2857142857142856,-1.2731788079470199,1.5619469026548674,-2.366906474820144,-1.9613821138211383,2.0024038461538463,-2.9054054054054053
2019-09-20,-1.2932960893854748,-2.989884393063584,-0.5326923076923077,-2.578358208955224,-3.0723684210526314,-2.3765243902439024,-1.3896103896103895,1.334051724137931,-2.4700704225352115,-2.0873015873015874,1.7429906542056075,-2.9054054054054053
2019-09-21,-1.2932960893854748,-2.989884393063584,-0.5326923076923077,-2.578358208955224,-3.0723684210526314,-2.3765243902439024,-1.3896103896103895,1.334051724137931,-2.4700704225352115,-2.0873015873015874,1.7429906542056075,-2.9054054054054053
2019-09-22,-1.3285714285714285,-3.126470588235294,-0.65748031496063,-2.921875,-3.189189189189189,-2.5093167701863353,-1.5394736842105263,1.3097345132743363,-2.607142857142857,-2.2358870967741935,1.7283653846153846,-3.0208333333333335
2019-09-23,-1.9275568181818181,-2.8117647058823527,-0.12896825396825398,-3.01953125,-3.189189189189189,-2.1770186335403725,-1.1875,1.2699115044247788,-2.487410071942446,-2.097560975609756,1.6850961538461537,-3.0208333333333335
2019-09-24,-2.525,-3.25,-0.7751937984496124,-3.0846153846153848,-4.236486486486487,-2.644817073170732,-1.7016129032258065,1.1271929824561404,-3.124125874125874,-2.8188976377952755,1.5357142857142858,-4.021428571428571
2019-09-25,-2.5345303867403315,-3.1926470588235296,-0.6388888888888888,-2.907258064516129,-1.25,-2.5729813664596275,-1.606907894736842,1.1206140350877194,-3.015957446808511,-2.692,1.5285714285714285,-0.8642857142857143
2019-09-26,-2.7266483516483517,-3.401470588235294,-0.6091269841269841,-3.642857142857143,-1.25,-2.7934782608695654,-1.6019736842105263,0.9418103448275862,-3.1031468531468533,-2.795275590551181,1.3271028037383177,-0.8642857142857143
2019-09-27,-2.5201612903225805,-3.622159090909091,-0.8788461538461538,-3.792307692307692,-1.25,-3.0479041916167664,-1.9161392405063291,0.5206611570247934,-3.3758389261744965,-3.1146616541353382,0.8549107142857143,-0.8642857142857143
2019-09-28,-2.5201612903225805,-3.622159090909091,-0.8788461538461538,-3.792307692307692,-1.25,-3.0479041916167664,-1.9161392405063291,0.5206611570247934,-3.3758389261744965,-3.1146616541353382,0.8549107142857143,-0.8642857142857143
2019-09-29,-2.724184782608696,-3.8505747126436782,-1.146484375,-4.453125,-1.25,-3.2818181818181817,-2.1490384615384617,0.575,-3.642857142857143,-3.4103053435114505,0.9166666666666666,-0.8642857142857143
2019-09-30,-3.054054054054054,-4.149425287356322,-1.4763779527559056,-4.421875,-1.0555555555555556,-3.596969696969697,-2.4823717948717947,0.05165289256198347,-4.04222972972973,-3.859848484848485,0.3482142857142857,-0.6470588235294118
2019-10-01,-2.441576086956522,-4.133040935672515,-1.418,-4.399193548387097,-1.0555555555555556,-3.5694444444444446,-2.4313725490196076,0.18220338983050846,-4.020689655172414,-3.8313953488372094,0.49770642201834864,-0.6470588235294118
2019-10-02,-2.574324324324324,-4.226608187134503,-1.546,-4.399193548387097,-1.0555555555555556,-3.66820987654321,-2.5359477124183005,0.046610169491525424,-4.13103448275862,-3.955426356589147,0.35091743119266056,-0.6470588235294118
2019-10-03,-1.8278688524590163,-3.5453216374269005,-0.614,-4.125,-1.0555555555555556,-2.9130434782608696,-1.7565359477124183,0.8634453781512605,-3.3275862068965516,-3.0310077519379846,1.2568181818181818,-0.6470588235294118
2019-10-04,-1.891304347826087,-3.5453216374269005,-0.614,-4.125,-1.0555555555555556,-2.9130434782608696,-1.7565359477124183,0.8634453781512605,-3.3275862068965516,-3.0310077519379846,1.2568181818181818,-0.6470588235294118
