Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
181,Exit long,2026-04-27 07:23,P6 Long Exit,27788.25,1,55374.5,202,0.36,0,202,0.36,-13.5,-0.02,996.5,0.10,193
181,Entry long,2026-04-27 04:10,1h first touch + room,27687.25,1,55374.5,202,0.36,0,202,0.36,-13.5,-0.02,996.5,0.10,193
182,Exit short,2026-04-27 18:18,P6 Short Exit,27794.5,1,55537.5,-51.5,-0.09,0,12,0.02,-51.5,-0.09,945,0.09,11
182,Entry short,2026-04-27 18:07,1h first touch + room,27768.75,1,55537.5,-51.5,-0.09,0,12,0.02,-51.5,-0.09,945,0.09,11
183,Exit short,2026-04-29 06:22,P6 Short Exit,27564.75,1,55063.5,-66,-0.12,0,29.5,0.05,-66,-0.12,879,0.09,18
183,Entry short,2026-04-29 06:04,1h first touch + room,27531.75,1,55063.5,-66,-0.12,0,29.5,0.05,-66,-0.12,879,0.09,18
184,Exit long,2026-04-29 08:30,P6 Long Exit,27503.25,1,55069.5,-63,-0.11,0,40,0.07,-63,-0.11,816,0.08,46
184,Entry long,2026-04-29 07:44,1h first touch + room,27534.75,1,55069.5,-63,-0.11,0,40,0.07,-63,-0.11,816,0.08,46
185,Exit short,2026-04-29 16:00,P6 Short Exit,27653.25,1,55248,-58.5,-0.11,0,138.5,0.25,-58.5,-0.11,757.5,0.08,44
185,Entry short,2026-04-29 15:16,1h first touch + room,27624,1,55248,-58.5,-0.11,0,138.5,0.25,-58.5,-0.11,757.5,0.08,44
186,Exit short,2026-04-29 19:41,P6 Short Exit,27806.25,1,55532.5,-80,-0.14,0,43,0.08,-80,-0.14,677.5,0.07,83
186,Entry short,2026-04-29 18:18,1h first touch + room,27766.25,1,55532.5,-80,-0.14,0,43,0.08,-80,-0.14,677.5,0.07,83
187,Exit long,2026-04-30 10:16,P6 Long Exit,27477.25,1,55071.5,-117,-0.21,0,121,0.22,-117,-0.21,560.5,0.06,20
187,Entry long,2026-04-30 09:56,1h first touch + room,27535.75,1,55071.5,-117,-0.21,0,121,0.22,-117,-0.21,560.5,0.06,20
188,Exit short,2026-04-30 21:23,P6 Short Exit,27941.75,1,55754.5,-129,-0.23,0,8.5,0.02,-129,-0.23,431.5,0.04,142
188,Entry short,2026-04-30 19:01,1h first touch + room,27877.25,1,55754.5,-129,-0.23,0,8.5,0.02,-129,-0.23,431.5,0.04,142
189,Exit short,2026-05-01 09:31,P6 Short Exit,27967.5,1,55916.5,-18.5,-0.03,0,14.5,0.03,-18.5,-0.03,413,0.04,0
189,Entry short,2026-05-01 09:31,1h first touch + room,27958.25,1,55916.5,-18.5,-0.03,0,14.5,0.03,-18.5,-0.03,413,0.04,0
190,Exit long,2026-05-05 09:35,P6 Long Exit,28329.25,1,56455,203.5,0.36,0,203.5,0.36,-12.5,-0.02,616.5,0.06,94
190,Entry long,2026-05-05 08:01,1h first touch + room,28227.5,1,56455,203.5,0.36,0,203.5,0.36,-12.5,-0.02,616.5,0.06,94
191,Exit long,2026-05-05 16:00,15:00 CT close,28425.5,1,56848.5,2.5,0.00,0,19.5,0.03,-46,-0.08,619,0.06,8
191,Entry long,2026-05-05 15:52,1h first touch + room,28424.25,1,56848.5,2.5,0.00,0,19.5,0.03,-46,-0.08,619,0.06,8
192,Exit long,2026-05-07 03:08,P6 Long Exit,29062.75,1,57909.5,216,0.37,0,216,0.37,-19.5,-0.03,835,0.08,295
192,Entry long,2026-05-06 22:13,1h first touch + room,28954.75,1,57909.5,216,0.37,0,216,0.37,-19.5,-0.03,835,0.08,295
193,Exit long,2026-05-07 13:36,P6 Long Exit,28953.25,1,57747.5,159,0.28,0,159,0.28,-24,-0.04,994,0.10,8
193,Entry long,2026-05-07 13:28,1h first touch + room,28873.75,1,57747.5,159,0.28,0,159,0.28,-24,-0.04,994,0.10,8
194,Exit long,2026-05-08 08:33,P6 Long Exit,29228.75,1,58260,197.5,0.34,0,197.5,0.34,-10.5,-0.02,1191.5,0.12,162
194,Entry long,2026-05-08 05:51,1h first touch + room,29130,1,58260,197.5,0.34,0,197.5,0.34,-10.5,-0.02,1191.5,0.12,162
195,Exit long,2026-05-10 18:17,P6 Long Exit,29528.75,1,59094.5,-37,-0.06,0,66.5,0.11,-37,-0.06,1154.5,0.12,15
195,Entry long,2026-05-10 18:02,1h first touch + room,29547.25,1,59094.5,-37,-0.06,0,66.5,0.11,-37,-0.06,1154.5,0.12,15
196,Exit long,2026-05-11 09:32,P6 Long Exit,29687.25,1,59158,216.5,0.37,0,216.5,0.37,-71.5,-0.12,1371,0.14,759
196,Entry long,2026-05-10 20:53,1h first touch + room,29579,1,59158,216.5,0.37,0,216.5,0.37,-71.5,-0.12,1371,0.14,759
197,Exit short,2026-05-12 08:30,P6 Short Exit,29406.75,1,58980.5,167,0.28,0,167,0.28,-4.5,-0.01,1538,0.15,89
197,Entry short,2026-05-12 07:01,1h first touch + room,29490.25,1,58980.5,167,0.28,0,167,0.28,-4.5,-0.01,1538,0.15,89
198,Exit short,2026-05-14 05:37,P6 Short Exit,29796.25,1,59807,214.5,0.36,0,214.5,0.36,-37,-0.06,1752.5,0.18,81
198,Entry short,2026-05-14 04:16,1h first touch + room,29903.5,1,59807,214.5,0.36,0,214.5,0.36,-37,-0.06,1752.5,0.18,81
199,Exit short,2026-05-14 09:06,P6 Short Exit,29767,1,59762,228,0.38,0,228,0.38,-11.5,-0.02,1980.5,0.20,174
199,Entry short,2026-05-14 06:12,1h first touch + room,29881,1,59762,228,0.38,0,228,0.38,-11.5,-0.02,1980.5,0.20,174
200,Exit short,2026-05-14 16:00,15:00 CT close,29983.75,1,60031.5,64,0.11,0,89,0.15,-24,-0.04,2044.5,0.20,58
200,Entry short,2026-05-14 15:02,1h first touch + room,30015.75,1,60031.5,64,0.11,0,89,0.15,-24,-0.04,2044.5,0.20,58
201,Exit long,2026-05-15 01:59,P6 Long Exit,29573.25,1,59256,-109.5,-0.18,0,49.5,0.08,-109.5,-0.18,1935,0.19,8
201,Entry long,2026-05-15 01:51,1h first touch + room,29628,1,59256,-109.5,-0.18,0,49.5,0.08,-109.5,-0.18,1935,0.19,8
202,Exit long,2026-05-15 06:47,P6 Long Exit,29629.5,1,59062.5,196.5,0.33,0,196.5,0.33,-122.5,-0.21,2131.5,0.21,139
202,Entry long,2026-05-15 04:28,1h first touch + room,29531.25,1,59062.5,196.5,0.33,0,196.5,0.33,-122.5,-0.21,2131.5,0.21,139
203,Exit short,2026-05-15 14:05,P6 Short Exit,29763.25,1,59389.5,-137,-0.23,0,1,0.00,-137,-0.23,1994.5,0.20,40
203,Entry short,2026-05-15 13:25,1h first touch + room,29694.75,1,59389.5,-137,-0.23,0,1,0.00,-137,-0.23,1994.5,0.20,40
204,Exit long,2026-05-18 03:00,P6 Long Exit,29415.5,1,58642,189,0.32,0,189,0.32,-76.5,-0.13,2183.5,0.22,150
204,Entry long,2026-05-18 00:30,1h first touch + room,29321,1,58642,189,0.32,0,189,0.32,-76.5,-0.13,2183.5,0.22,150
205,Exit long,2026-05-18 07:36,P6 Long Exit,29443.25,1,58745,141.5,0.24,0,141.5,0.24,-8.5,-0.01,2325,0.23,25
205,Entry long,2026-05-18 07:11,1h first touch + room,29372.5,1,58745,141.5,0.24,0,141.5,0.24,-8.5,-0.01,2325,0.23,25
206,Exit long,2026-05-18 21:00,P6 Long Exit,29361,1,58779.5,-57.5,-0.10,0,186,0.32,-57.5,-0.10,2267.5,0.23,55
206,Entry long,2026-05-18 20:05,1h first touch + room,29389.75,1,58779.5,-57.5,-0.10,0,186,0.32,-57.5,-0.10,2267.5,0.23,55
207,Exit long,2026-05-19 05:31,P6 Long Exit,29176.75,1,58508.5,-155,-0.26,0,4.5,0.01,-155,-0.26,2112.5,0.21,15
207,Entry long,2026-05-19 05:16,1h first touch + room,29254.25,1,58508.5,-155,-0.26,0,4.5,0.01,-155,-0.26,2112.5,0.21,15
208,Exit short,2026-05-19 09:20,P6 Short Exit,29107.25,1,58446,231.5,0.40,0,231.5,0.40,-18.5,-0.03,2344,0.23,43
208,Entry short,2026-05-19 08:37,1h first touch + room,29223,1,58446,231.5,0.40,0,231.5,0.40,-18.5,-0.03,2344,0.23,43
209,Exit short,2026-05-19 15:45,P6 Short Exit,29214.75,1,58665,235.5,0.40,0,235.5,0.40,-39.5,-0.07,2579.5,0.26,34
209,Entry short,2026-05-19 15:11,1h first touch + room,29332.5,1,58665,235.5,0.40,0,235.5,0.40,-39.5,-0.07,2579.5,0.26,34
210,Exit short,2026-05-20 02:19,P6 Short Exit,29310.75,1,58464.5,-157,-0.27,0,137.5,0.24,-157,-0.27,2422.5,0.24,124
210,Entry short,2026-05-20 00:15,1h first touch + room,29232.25,1,58464.5,-157,-0.27,0,137.5,0.24,-157,-0.27,2422.5,0.24,124
211,Exit long,2026-05-20 09:44,P6 Long Exit,29431.75,1,58701,162.5,0.28,0,162.5,0.28,-70,-0.12,2585,0.26,7
211,Entry long,2026-05-20 09:37,1h first touch + room,29350.5,1,58701,162.5,0.28,0,162.5,0.28,-70,-0.12,2585,0.26,7
212,Exit short,2026-05-21 09:54,P6 Short Exit,29587.5,1,58990.5,-184.5,-0.31,0,60.5,0.10,-184.5,-0.31,2400.5,0.24,23
212,Entry short,2026-05-21 09:31,1h first touch + room,29495.25,1,58990.5,-184.5,-0.31,0,60.5,0.10,-184.5,-0.31,2400.5,0.24,23
213,Exit short,2026-05-22 01:10,P6 Short Exit,29896.75,1,59687.5,-106,-0.18,0,46.5,0.08,-106,-0.18,2294.5,0.23,138
213,Entry short,2026-05-21 22:52,1h first touch + room,29843.75,1,59687.5,-106,-0.18,0,46.5,0.08,-106,-0.18,2294.5,0.23,138
214,Exit short,2026-05-22 04:02,P6 Short Exit,29900.5,1,59721.5,-79.5,-0.13,0,79.5,0.13,-79.5,-0.13,2215,0.22,105
214,Entry short,2026-05-22 02:17,1h first touch + room,29860.75,1,59721.5,-79.5,-0.13,0,79.5,0.13,-79.5,-0.13,2215,0.22,105
215,Exit long,2026-05-25 18:00,15:00 CT close,30217.75,1,60500.5,-65,-0.11,0,74.5,0.12,-97.5,-0.16,2150,0.22,539
215,Entry long,2026-05-25 04:01,1h first touch + room,30250.25,1,60500.5,-65,-0.11,0,74.5,0.12,-97.5,-0.16,2150,0.22,539
216,Exit short,2026-05-26 02:11,P6 Short Exit,30124.75,1,60221,-28.5,-0.05,0,12.5,0.02,-28.5,-0.05,2121.5,0.21,7
216,Entry short,2026-05-26 02:04,1h first touch + room,30110.5,1,60221,-28.5,-0.05,0,12.5,0.02,-28.5,-0.05,2121.5,0.21,7
217,Exit short,2026-05-26 05:46,P6 Short Exit,30139.75,1,60193.5,-86,-0.14,0,7.5,0.01,-86,-0.14,2035.5,0.20,54
217,Entry short,2026-05-26 04:52,1h first touch + room,30096.75,1,60193.5,-86,-0.14,0,7.5,0.01,-86,-0.14,2035.5,0.20,54
218,Exit long,2026-05-26 23:33,P6 Long Exit,30406.5,1,60844.5,-31.5,-0.05,0,9.5,0.02,-31.5,-0.05,2004,0.20,10
218,Entry long,2026-05-26 23:23,1h first touch + room,30422.25,1,60844.5,-31.5,-0.05,0,9.5,0.02,-31.5,-0.05,2004,0.20,10
219,Exit long,2026-05-27 09:38,P6 Long Exit,30347.25,1,60790.5,-96,-0.16,0,12.5,0.02,-96,-0.16,1908,0.19,1
219,Entry long,2026-05-27 09:37,1h first touch + room,30395.25,1,60790.5,-96,-0.16,0,12.5,0.02,-96,-0.16,1908,0.19,1
220,Exit long,2026-05-27 09:41,P6 Long Exit,30318.75,1,60696.5,-59,-0.10,0,5.5,0.01,-59,-0.10,1849,0.18,0
220,Entry long,2026-05-27 09:41,1h first touch + room,30348.25,1,60696.5,-59,-0.10,0,5.5,0.01,-59,-0.10,1849,0.18,0
221,Exit long,2026-05-27 14:26,P6 Long Exit,30333.5,1,60449,218,0.36,0,218,0.36,-73.5,-0.12,2067,0.21,78
221,Entry long,2026-05-27 13:08,1h first touch + room,30224.5,1,60449,218,0.36,0,218,0.36,-73.5,-0.12,2067,0.21,78
222,Exit long,2026-05-27 20:58,P6 Long Exit,30382.25,1,60553,211.5,0.35,0,211.5,0.35,-42.5,-0.07,2278.5,0.23,72
222,Entry long,2026-05-27 19:46,1h first touch + room,30276.5,1,60553,211.5,0.35,0,211.5,0.35,-42.5,-0.07,2278.5,0.23,72
223,Exit short,2026-05-28 09:01,P6 Short Exit,30374.5,1,60742.5,-6.5,-0.01,0,3,0.00,-6.5,-0.01,2272,0.23,0
223,Entry short,2026-05-28 09:01,1h first touch + room,30371.25,1,60742.5,-6.5,-0.01,0,3,0.00,-6.5,-0.01,2272,0.23,0
224,Exit short,2026-05-29 05:19,P6 Short Exit,30658.5,1,61204,-113,-0.18,0,186,0.30,-113,-0.18,2159,0.22,618
224,Entry short,2026-05-28 19:01,1h first touch + room,30602,1,61204,-113,-0.18,0,186,0.30,-113,-0.18,2159,0.22,618
225,Exit long,2026-05-29 10:44,P6 Long Exit,30586,1,61285,-113,-0.18,0,175.5,0.29,-113,-0.18,2046,0.20,17
225,Entry long,2026-05-29 10:27,1h first touch + room,30642.5,1,61285,-113,-0.18,0,175.5,0.29,-113,-0.18,2046,0.20,17
