date,SND baseline,First physical touch core,First touch + width ≤0.5 ATR,First touch + impulse volume <0.75,First touch + normal RVOL,First touch + opposing room,First touch + width + low volume,Sensitivity · first touch + width ≤0.4,Sensitivity · first touch + width ≤0.6,Sensitivity · first touch + volume <0.5,Sensitivity · first touch + volume <1.0
2019-06-17,1.5061728395061729,1.5608108108108107,4.226190476190476,-9.0875,5.823529411764706,-0.32421875,-4.875,7.532258064516129,2.263392857142857,-12.0,-3.75
2019-06-18,1.3764705882352941,1.2467105263157894,3.778409090909091,-9.297619047619047,5.823529411764706,-0.4307692307692308,-4.875,7.171875,1.9913793103448276,-12.1875,-4.0546875
2019-06-19,1.4073033707865168,0.61875,3.122340425531915,-9.125,5.152777777777778,-1.0326086956521738,-4.931818181818182,6.404411764705882,1.5737704918032787,-12.1875,-4.098484848484849
2019-06-20,0.6263736263736264,0.4420731707317073,3.0208333333333335,-9.125,4.7894736842105265,-1.1901408450704225,-4.931818181818182,6.171428571428572,1.3134920634920635,-12.1875,-4.098484848484849
2019-06-21,0.4483695652173913,0.2469879518072289,3.0208333333333335,-9.41304347826087,3.7625,-1.3923611111111112,-4.931818181818182,6.171428571428572,1.3134920634920635,-12.1875,-4.4411764705882355
2019-06-22,0.4483695652173913,0.2469879518072289,3.0208333333333335,-9.41304347826087,3.7625,-1.3923611111111112,-4.931818181818182,6.171428571428572,1.3134920634920635,-12.1875,-4.4411764705882355
2019-06-23,0.4483695652173913,0.2469879518072289,3.0208333333333335,-9.41304347826087,3.7625,-1.3923611111111112,-4.931818181818182,6.171428571428572,1.3134920634920635,-12.1875,-4.4411764705882355
2019-06-24,0.4401041666666667,0.4764705882352941,2.9754901960784315,-8.96875,4.329545454545454,-1.162162162162162,-4.931818181818182,5.8618421052631575,1.356060606060606,-10.694444444444445,-4.2785714285714285
2019-06-25,1.7396907216494846,0.07758620689655173,2.580188679245283,-8.96875,3.8152173913043477,-1.575657894736842,-4.931818181818182,5.519230769230769,1.0955882352941178,-10.694444444444445,-4.2785714285714285
2019-06-26,1.8535353535353536,0.24157303370786518,2.435185185185185,-7.711538461538462,2.9583333333333335,-1.146103896103896,-4.931818181818182,5.25,1.0036231884057971,-7.409090909090909,-3.6486486486486487
2019-06-27,1.6782178217821782,-0.016129032258064516,2.340909090909091,-7.814814814814815,1.8796296296296295,-1.415625,-4.931818181818182,5.054878048780488,0.6335616438356164,-7.409090909090909,-3.8289473684210527
2019-06-28,1.8480392156862746,-0.21842105263157896,2.340909090909091,-7.814814814814815,1.6160714285714286,-1.415625,-4.931818181818182,5.054878048780488,0.6335616438356164,-7.409090909090909,-3.8289473684210527
2019-06-29,1.8480392156862746,-0.21842105263157896,2.340909090909091,-7.814814814814815,1.6160714285714286,-1.415625,-4.931818181818182,5.054878048780488,0.6335616438356164,-7.409090909090909,-3.8289473684210527
2019-06-30,1.8480392156862746,-0.21842105263157896,2.340909090909091,-7.814814814814815,1.6160714285714286,-1.415625,-4.931818181818182,5.054878048780488,0.6335616438356164,-7.409090909090909,-3.8289473684210527
2019-07-01,2.125,0.1211340206185567,2.1919642857142856,-7.814814814814815,2.8879310344827585,-0.9847560975609756,-4.931818181818182,4.791666666666667,0.543918918918919,-7.409090909090909,-3.8289473684210527
2019-07-02,2.3154205607476634,0.385,2.7629310344827585,-7.830357142857143,2.5166666666666666,-0.5148809523809523,-5.208333333333333,4.488372093023256,0.8701298701298701,-7.409090909090909,-3.9423076923076925
2019-07-03,2.1136363636363638,0.22572815533980584,2.377049180327869,-7.830357142857143,2.0390625,-0.6724137931034483,-5.208333333333333,3.864130434782609,0.646875,-7.409090909090909,-3.96875
2019-07-04,1.90625,0.22380952380952382,2.3055555555555554,-7.830357142857143,2.0390625,-0.6544943820224719,-5.208333333333333,3.7083333333333335,0.6341463414634146,-7.409090909090909,-4.012195121951219
2019-07-05,1.4051724137931034,0.04009433962264151,2.3055555555555554,-7.830357142857143,1.393939393939394,-0.8611111111111112,-5.208333333333333,3.7083333333333335,0.6341463414634146,-7.409090909090909,-4.012195121951219
2019-07-06,1.4051724137931034,0.04009433962264151,2.3055555555555554,-7.830357142857143,1.393939393939394,-0.8611111111111112,-5.208333333333333,3.7083333333333335,0.6341463414634146,-7.409090909090909,-4.012195121951219
2019-07-07,1.4051724137931034,0.04009433962264151,2.3055555555555554,-7.830357142857143,1.393939393939394,-0.8611111111111112,-5.208333333333333,3.7083333333333335,0.6341463414634146,-7.409090909090909,-4.012195121951219
2019-07-08,1.3347457627118644,-0.028037383177570093,2.15625,-7.810344827586207,1.393939393939394,-0.9313186813186813,-5.365384615384615,3.7083333333333335,0.5391566265060241,-7.409090909090909,-4.089285714285714
2019-07-09,0.9648760330578512,-0.22477064220183487,2.0384615384615383,-7.810344827586207,1.393939393939394,-1.14247311827957,-5.365384615384615,3.520408163265306,0.41964285714285715,-7.409090909090909,-4.122093023255814
2019-07-10,0.6350806451612904,-0.40848214285714285,1.8977272727272727,-7.810344827586207,1.393939393939394,-1.2657894736842106,-5.365384615384615,3.305,0.16091954022988506,-7.409090909090909,-4.122093023255814
2019-07-11,0.34523809523809523,-0.4823008849557522,1.7388059701492538,-7.841666666666667,1.393939393939394,-1.34375,-5.607142857142857,3.0686274509803924,0.05965909090909091,-7.409090909090909,-4.2272727272727275
2019-07-12,0.234375,-0.5460526315789473,1.599264705882353,-7.841666666666667,1.393939393939394,-1.4097938144329898,-5.607142857142857,2.9038461538461537,-0.028089887640449437,-7.409090909090909,-4.305555555555555
2019-07-13,0.234375,-0.5460526315789473,1.599264705882353,-7.841666666666667,1.393939393939394,-1.4097938144329898,-5.607142857142857,2.9038461538461537,-0.028089887640449437,-7.409090909090909,-4.305555555555555
2019-07-14,0.1434108527131783,-0.6413043478260869,1.599264705882353,-7.959677419354839,1.0147058823529411,-1.4097938144329898,-5.607142857142857,2.9038461538461537,-0.028089887640449437,-7.409090909090909,-4.461956521739131
2019-07-15,0.07633587786259542,-0.7029914529914529,1.4321428571428572,-7.959677419354839,0.7222222222222222,-1.4671717171717171,-5.607142857142857,2.638888888888889,-0.12087912087912088,-7.409090909090909,-4.461956521739131
2019-07-16,0.39849624060150374,-0.32983193277310924,1.3274647887323943,-7.371212121212121,1.8157894736842106,-1.0123762376237624,-5.633333333333334,2.638888888888889,0.34408602150537637,-7.409090909090909,-4.290816326530612
2019-07-17,0.32649253731343286,-0.075,1.2430555555555556,-7.371212121212121,1.8157894736842106,-1.0490196078431373,-5.633333333333334,2.5045454545454544,0.2898936170212766,-7.409090909090909,-4.290816326530612
2019-07-18,0.8833333333333333,-0.18032786885245902,1.0337837837837838,-7.371212121212121,1.6346153846153846,-1.1538461538461537,-5.633333333333334,2.3660714285714284,0.1484375,-7.409090909090909,-4.290816326530612
2019-07-19,0.391304347826087,-0.40524193548387094,0.9133333333333333,-7.75,1.6346153846153846,-1.3985849056603774,-5.633333333333334,2.1842105263157894,0.06443298969072164,-8.479166666666666,-4.61
2019-07-20,0.391304347826087,-0.40524193548387094,0.9133333333333333,-7.75,1.6346153846153846,-1.3985849056603774,-5.633333333333334,2.1842105263157894,0.06443298969072164,-8.479166666666666,-4.61
2019-07-21,0.391304347826087,-0.40524193548387094,0.9133333333333333,-7.75,1.6346153846153846,-1.3985849056603774,-5.633333333333334,2.1842105263157894,0.06443298969072164,-8.479166666666666,-4.61
2019-07-22,0.2375886524822695,-0.5570866141732284,0.6153846153846154,-7.6571428571428575,1.425,-1.4768518518518519,-5.5625,1.7333333333333334,-0.1425,-8.479166666666666,-4.607843137254902
2019-07-23,-0.09246575342465753,-0.8920454545454546,0.3611111111111111,-7.6571428571428575,0.8895348837209303,-1.8274336283185841,-5.5625,1.4126984126984128,-0.32038834951456313,-8.479166666666666,-4.778846153846154
2019-07-24,-0.3875838926174497,-1.162313432835821,0.2530487804878049,-8.208333333333334,0.38333333333333336,-2.126086956521739,-5.5625,1.4126984126984128,-0.49523809523809526,-9.942307692307692,-5.2075471698113205
2019-07-25,-0.6185064935064936,-1.3902877697841727,0.24107142857142858,-8.223684210526315,-0.22395833333333334,-2.35,-5.573529411764706,1.3615384615384616,-0.6834862385321101,-9.942307692307692,-5.138392857142857
2019-07-26,-0.38225806451612904,-1.1232142857142857,0.6617647058823529,-7.089743589743589,-0.3877551020408163,-2.0330578512396693,-3.263888888888889,1.8863636363636365,-0.35,-6.660714285714286,-4.416666666666667
2019-07-27,-0.38225806451612904,-1.1232142857142857,0.6617647058823529,-7.089743589743589,-0.3877551020408163,-2.0330578512396693,-3.263888888888889,1.8863636363636365,-0.35,-6.660714285714286,-4.416666666666667
2019-07-28,-0.38225806451612904,-1.1232142857142857,0.6617647058823529,-7.089743589743589,-0.3877551020408163,-2.0330578512396693,-3.263888888888889,1.8863636363636365,-0.35,-6.660714285714286,-4.416666666666667
2019-07-29,-0.23076923076923078,-1.2007042253521127,0.4942528735632184,-7.089743589743589,-0.6323529411764706,-2.1077235772357725,-3.263888888888889,1.7835820895522387,-0.46205357142857145,-6.660714285714286,-4.416666666666667
2019-07-30,-0.19025157232704404,-1.1362068965517242,0.3398876404494382,-6.463414634146342,-0.6323529411764706,-2.1370967741935485,-3.460526315789474,1.5471014492753623,-0.5657894736842105,-5.109375,-4.1
2019-07-31,0.2822085889570552,-0.5939597315436241,1.1451612903225807,-7.104651162790698,1.1132075471698113,-1.4173228346456692,-3.8125,2.8485915492957745,0.09957627118644068,-6.573529411764706,-4.686507936507937
2019-08-01,2.036144578313253,0.5637254901960784,3.1354166666666665,-7.104651162790698,0.6136363636363636,-0.04007633587786259,-3.8125,5.361486486486487,1.7045454545454546,-6.573529411764706,-4.686507936507937
2019-08-02,2.473529411764706,1.2094155844155845,4.134020618556701,-7.104651162790698,0.6136363636363636,-0.04007633587786259,-3.8125,5.361486486486487,2.5102459016393444,-6.573529411764706,-4.686507936507937
2019-08-03,2.473529411764706,1.2094155844155845,4.134020618556701,-7.104651162790698,0.6136363636363636,-0.04007633587786259,-3.8125,5.361486486486487,2.5102459016393444,-6.573529411764706,-4.686507936507937
2019-08-04,3.3875739644970415,2.2107843137254903,5.112244897959184,-4.034883720930233,2.388392857142857,1.1288461538461538,1.130952380952381,6.623333333333333,3.3028455284552845,-4.984375,-2.5912698412698414
2019-08-05,2.8026315789473686,1.853225806451613,5.081632653061225,-4.034883720930233,1.9254385964912282,0.7253787878787878,1.130952380952381,6.583333333333333,3.4364754098360657,-4.984375,-2.4838709677419355
2019-08-06,2.5248538011695905,1.5467741935483872,4.829081632653061,-4.9186046511627906,1.4525862068965518,0.4567669172932331,-0.07954545454545454,6.6824324324324325,3.2336065573770494,-4.984375,-3.096774193548387
2019-08-07,1.5380116959064327,0.5608974358974359,2.948019801980198,-4.875,1.4525862068965518,-0.5827067669172933,-0.07954545454545454,4.88,1.8991935483870968,-4.866666666666666,-3.0368852459016393
2019-08-08,1.5263157894736843,0.582258064516129,3.75,-4.875,1.4525862068965518,0.2840909090909091,-0.07954545454545454,5.892857142857143,2.5524193548387095,-4.866666666666666,-3.5458333333333334
2019-08-09,1.8034682080924855,0.5512820512820513,3.6715686274509802,-4.875,1.3559322033898304,0.25,-0.07954545454545454,5.762820512820513,2.498,-4.866666666666666,-3.5458333333333334
2019-08-10,1.8034682080924855,0.5512820512820513,3.6715686274509802,-4.875,1.3559322033898304,0.25,-0.07954545454545454,5.762820512820513,2.498,-4.866666666666666,-3.5458333333333334
2019-08-11,1.2325581395348837,-0.26121794871794873,2.717821782178218,-4.384146341463414,0.8875,-0.7030075187969925,-0.07954545454545454,4.538961038961039,1.7116935483870968,-4.866666666666666,-3.1822033898305087
2019-08-12,2.276627218934911,0.42045454545454547,3.23,-3.5064102564102564,1.6598360655737705,-0.21374045801526717,1.0125,4.967532467532467,2.432377049180328,-4.75,-1.3991228070175439
2019-08-13,1.4220588235294118,-0.08279220779220779,3.0693069306930694,-3.0723684210526314,1.6598360655737705,-0.041666666666666664,1.0125,4.967532467532467,2.4897540983606556,-4.75,-1.2763157894736843
2019-08-14,0.5176470588235295,0.04411764705882353,3.295,-3.0723684210526314,1.6598360655737705,0.10687022900763359,1.0125,5.2894736842105265,2.6714876033057853,-4.75,-1.2763157894736843
2019-08-15,1.495639534883721,1.3133116883116882,3.126237623762376,-3.0723684210526314,1.6598360655737705,0.22388059701492538,1.0125,5.042207792207792,2.669421487603306,-4.75,-0.8303571428571429
2019-08-16,1.04,1.1105769230769231,2.783980582524272,-3.41025641025641,1.4274193548387097,0.007352941176470588,0.19047619047619047,4.814102564102564,2.3902439024390243,-4.75,-1.3017241379310345
2019-08-17,1.04,1.1105769230769231,2.783980582524272,-3.41025641025641,1.4274193548387097,0.007352941176470588,0.19047619047619047,4.814102564102564,2.3902439024390243,-4.75,-1.3017241379310345
2019-08-18,0.09,0.35161290322580646,2.715686274509804,-3.263157894736842,1.2023809523809523,0.11481481481481481,0.65,4.766025641025641,1.4364754098360655,-4.423076923076923,-1.1666666666666667
2019-08-19,0.16428571428571428,0.4411764705882353,2.6359223300970873,-3.0,1.0766129032258065,0.25757575757575757,0.65,4.636075949367089,1.6301652892561984,-4.423076923076923,-0.9553571428571429
2019-08-20,0.03571428571428571,0.03870967741935484,2.1322115384615383,-4.094594594594595,0.9126984126984127,0.26515151515151514,-1.375,4.1234177215189876,1.103658536585366,-4.423076923076923,-1.855263157894737
2019-08-21,0.0,0.0457516339869281,2.406862745098039,-3.861111111111111,0.9126984126984127,0.39341085271317827,-0.7894736842105263,4.32051282051282,1.1864754098360655,-3.75,-2.0714285714285716
2019-08-22,-0.16473988439306358,0.07450331125827815,2.5816831683168315,-3.4411764705882355,0.44672131147540983,0.6082677165354331,-0.2361111111111111,4.5064935064935066,1.322314049586777,-3.75,-2.1527777777777777
2019-08-23,-0.7779329608938548,-0.5693548387096774,2.3009708737864076,-3.4411764705882355,-0.06048387096774194,0.22093023255813954,-0.2361111111111111,4.091772151898734,1.1077235772357723,-3.75,-2.1527777777777777
